series_title,released_year,certificate,runtime,genre,imdb_rating,meta_score,gross,genre1,genre2,genre3
"South Park: Bigger, Longer & Uncut",1999,A,81 min,"Animation, Comedy, Fantasy",7.7,73.0,"52,037,603",Animation,Comedy,Fantasy
Office Space,1999,R,89 min,Comedy,7.7,68.0,"10,824,921",Comedy,,
Happiness,1998,,134 min,"Comedy, Drama",7.7,81.0,"2,807,390",Comedy,Drama,
Training Day,2001,A,122 min,"Crime, Drama, Thriller",7.7,69.0,"76,631,907",Crime,Drama,Thriller
Rushmore,1998,UA,93 min,"Comedy, Drama, Romance",7.7,86.0,"17,105,219",Comedy,Drama,Romance
Abre los ojos,1997,U,119 min,"Drama, Mystery, Sci-Fi",7.7,,"368,234",Drama,Mystery,Sci-Fi
Being John Malkovich,1999,R,113 min,"Comedy, Drama, Fantasy",7.7,90.0,"22,858,926",Comedy,Drama,Fantasy
As Good as It Gets,1997,A,139 min,"Comedy, Drama, Romance",7.7,67.0,"148,478,011",Comedy,Drama,Romance
The Fifth Element,1997,UA,126 min,"Action, Adventure, Sci-Fi",7.7,52.0,"63,540,020",Action,Adventure,Sci-Fi
Le dîner de cons,1998,PG-13,80 min,Comedy,7.7,73.0,"4,065,116",Comedy,,
Donnie Brasco,1997,A,127 min,"Biography, Crime, Drama",7.7,76.0,"41,909,762",Biography,Crime,Drama
Shine,1996,U,105 min,"Biography, Drama, Music",7.7,87.0,"35,811,509",Biography,Drama,Music
Primal Fear,1996,A,129 min,"Crime, Drama, Mystery",7.7,47.0,"56,116,183",Crime,Drama,Mystery
Hamlet,1996,PG-13,242 min,Drama,7.7,,"4,414,535",Drama,,
A Little Princess,1995,U,97 min,"Drama, Family, Fantasy",7.7,83.0,"10,019,307",Drama,Family,Fantasy
Do lok tin si,1995,UA,99 min,"Comedy, Crime, Drama",7.7,71.0,,Comedy,Crime,Drama
Il postino,1994,U,108 min,"Biography, Comedy, Drama",7.7,81.0,"21,848,932",Biography,Comedy,Drama
Clerks,1994,R,92 min,Comedy,7.7,70.0,"3,151,130",Comedy,,
Short Cuts,1993,R,188 min,"Comedy, Drama",7.7,79.0,"6,110,979",Comedy,Drama,
Philadelphia,1993,UA,125 min,Drama,7.7,66.0,"77,324,422",Drama,,
The Muppet Christmas Carol,1992,G,85 min,"Comedy, Drama, Family",7.7,64.0,"27,281,507",Comedy,Drama,Family
Malcolm X,1992,U,202 min,"Biography, Drama, History",7.7,73.0,"48,169,908",Biography,Drama,History
The Last of the Mohicans,1992,UA,112 min,"Action, Adventure, Drama",7.7,76.0,"75,505,856",Action,Adventure,Drama
Kurenai no buta,1992,U,94 min,"Animation, Adventure, Comedy",7.7,83.0,,Animation,Adventure,Comedy
Glengarry Glen Ross,1992,R,100 min,"Crime, Drama, Mystery",7.7,82.0,"10,725,228",Crime,Drama,Mystery
A Few Good Men,1992,U,138 min,"Drama, Thriller",7.7,62.0,"141,340,178",Drama,Thriller,
Fried Green Tomatoes,1991,PG-13,130 min,Drama,7.7,64.0,"82,418,501",Drama,,
Barton Fink,1991,U,116 min,"Comedy, Drama, Thriller",7.7,69.0,"6,153,939",Comedy,Drama,Thriller
Miller's Crossing,1990,R,115 min,"Crime, Drama, Thriller",7.7,66.0,"5,080,409",Crime,Drama,Thriller
Who Framed Roger Rabbit,1988,U,104 min,"Animation, Adventure, Comedy",7.7,83.0,"156,452,370",Animation,Adventure,Comedy
Spoorloos,1988,,107 min,"Mystery, Thriller",7.7,,,Mystery,Thriller,
Withnail & I,1987,R,107 min,"Comedy, Drama",7.7,84.0,"1,544,889",Comedy,Drama,
The Last Emperor,1987,U,163 min,"Biography, Drama, History",7.7,76.0,"43,984,230",Biography,Drama,History
Empire of the Sun,1987,U,153 min,"Action, Drama, History",7.7,62.0,"22,238,696",Action,Drama,History
Der Name der Rose,1986,R,130 min,"Crime, Drama, Mystery",7.7,54.0,"7,153,487",Crime,Drama,Mystery
Blue Velvet,1986,A,120 min,"Drama, Mystery, Thriller",7.7,76.0,"8,551,228",Drama,Mystery,Thriller
The Purple Rose of Cairo,1985,U,82 min,"Comedy, Fantasy, Romance",7.7,75.0,"10,631,333",Comedy,Fantasy,Romance
After Hours,1985,UA,97 min,"Comedy, Crime, Drama",7.7,90.0,"10,600,000",Comedy,Crime,Drama
Zelig,1983,PG,79 min,Comedy,7.7,,"11,798,616",Comedy,,
The Verdict,1982,U,129 min,Drama,7.7,77.0,"54,000,000",Drama,,
Star Trek II: The Wrath of Khan,1982,U,113 min,"Action, Adventure, Sci-Fi",7.7,67.0,"78,912,963",Action,Adventure,Sci-Fi
First Blood,1982,A,93 min,"Action, Adventure",7.7,61.0,"47,212,904",Action,Adventure,
Ordinary People,1980,U,124 min,Drama,7.7,86.0,"54,800,000",Drama,,
Airplane!,1980,U,88 min,Comedy,7.7,78.0,"83,400,000",Comedy,,
Rupan sansei: Kariosutoro no shiro,1979,U,100 min,"Animation, Adventure, Family",7.7,71.0,,Animation,Adventure,Family
Halloween,1978,A,91 min,"Horror, Thriller",7.7,87.0,"47,000,000",Horror,Thriller,
Le locataire,1976,R,126 min,"Drama, Thriller",7.7,71.0,"1,924,733",Drama,Thriller,
Love and Death,1975,PG,85 min,"Comedy, War",7.7,89.0,,Comedy,War,
The Taking of Pelham One Two Three,1974,U,104 min,"Action, Crime, Thriller",7.7,68.0,,Action,Crime,Thriller
Blazing Saddles,1974,A,93 min,"Comedy, Western",7.7,73.0,"119,500,000",Comedy,Western,
Serpico,1973,A,130 min,"Biography, Crime, Drama",7.7,87.0,"29,800,000",Biography,Crime,Drama
Enter the Dragon,1973,A,102 min,"Action, Crime, Drama",7.7,83.0,"25,000,000",Action,Crime,Drama
Deliverance,1972,U,109 min,"Adventure, Drama, Thriller",7.7,80.0,"7,056,013",Adventure,Drama,Thriller
The French Connection,1971,A,104 min,"Action, Crime, Drama",7.7,94.0,"15,630,710",Action,Crime,Drama
Dirty Harry,1971,A,102 min,"Action, Crime, Thriller",7.7,90.0,"35,900,000",Action,Crime,Thriller
Where Eagles Dare,1968,U,158 min,"Action, Adventure, War",7.7,63.0,,Action,Adventure,War
The Odd Couple,1968,G,105 min,Comedy,7.7,86.0,"44,527,234",Comedy,,
The Dirty Dozen,1967,,150 min,"Action, Adventure, War",7.7,73.0,"45,300,000",Action,Adventure,War
Belle de jour,1967,A,100 min,"Drama, Romance",7.7,,"26,331",Drama,Romance,
A Man for All Seasons,1966,U,120 min,"Biography, Drama, History",7.7,72.0,"28,350,000",Biography,Drama,History
Repulsion,1965,,105 min,"Drama, Horror, Thriller",7.7,91.0,,Drama,Horror,Thriller
Zulu,1964,U,138 min,"Drama, History, War",7.7,77.0,,Drama,History,War
Goldfinger,1964,A,110 min,"Action, Adventure, Thriller",7.7,87.0,"51,081,062",Action,Adventure,Thriller
The Birds,1963,A,119 min,"Drama, Horror, Mystery",7.7,90.0,"11,403,529",Drama,Horror,Mystery
Cape Fear,1962,Passed,106 min,"Drama, Thriller",7.7,76.0,,Drama,Thriller,
Peeping Tom,1960,,101 min,"Drama, Horror, Thriller",7.7,,"83,957",Drama,Horror,Thriller
The Magnificent Seven,1960,Approved,128 min,"Action, Adventure, Western",7.7,74.0,"4,905,000",Action,Adventure,Western
Les yeux sans visage,1960,,90 min,"Drama, Horror",7.7,90.0,"52,709",Drama,Horror,
Invasion of the Body Snatchers,1956,Approved,80 min,"Drama, Horror, Sci-Fi",7.7,92.0,,Drama,Horror,Sci-Fi
Rebel Without a Cause,1955,PG-13,111 min,Drama,7.7,89.0,,Drama,,
The Ladykillers,1955,,91 min,"Comedy, Crime",7.7,91.0,,Comedy,Crime,
Sabrina,1954,Passed,113 min,"Comedy, Drama, Romance",7.7,72.0,,Comedy,Drama,Romance
The Quiet Man,1952,Passed,129 min,"Comedy, Drama, Romance",7.7,,"10,550,000",Comedy,Drama,Romance
The Day the Earth Stood Still,1951,U,92 min,"Drama, Sci-Fi",7.7,,,Drama,Sci-Fi,
The African Queen,1951,PG,105 min,"Adventure, Drama, Romance",7.7,91.0,"536,118",Adventure,Drama,Romance
Gilda,1946,Approved,110 min,"Drama, Film-Noir, Romance",7.7,,,Drama,Film-Noir,Romance
Fantasia,1940,G,125 min,"Animation, Family, Fantasy",7.7,96.0,"76,408,097",Animation,Family,Fantasy
The Invisible Man,1933,TV-PG,71 min,"Horror, Sci-Fi",7.7,87.0,,Horror,Sci-Fi,
Dark Waters,2019,PG-13,126 min,"Biography, Drama, History",7.6,73.0,,Biography,Drama,History
Searching,2018,U/A,102 min,"Drama, Mystery, Thriller",7.6,71.0,"26,020,957",Drama,Mystery,Thriller
Once Upon a Time... in Hollywood,2019,A,161 min,"Comedy, Drama",7.6,83.0,"142,502,728",Comedy,Drama,
Nelyubov,2017,R,127 min,Drama,7.6,86.0,"566,356",Drama,,
The Florida Project,2017,A,111 min,Drama,7.6,92.0,"5,904,366",Drama,,
Just Mercy,2019,A,137 min,"Biography, Crime, Drama",7.6,68.0,,Biography,Crime,Drama
Gifted,2017,PG-13,101 min,Drama,7.6,60.0,"24,801,212",Drama,,
The Peanut Butter Falcon,2019,PG-13,97 min,"Adventure, Comedy, Drama",7.6,70.0,"13,122,642",Adventure,Comedy,Drama
Victoria,2015,,138 min,"Crime, Drama, Romance",7.6,77.0,,Crime,Drama,Romance
Mustang,2015,PG-13,97 min,Drama,7.6,83.0,"845,464",Drama,,
Guardians of the Galaxy Vol. 2,2017,UA,136 min,"Action, Adventure, Comedy",7.6,67.0,"389,813,101",Action,Adventure,Comedy
Baby Driver,2017,UA,113 min,"Action, Crime, Drama",7.6,86.0,"107,825,862",Action,Crime,Drama
Only the Brave,2017,UA,134 min,"Action, Biography, Drama",7.6,72.0,"18,340,051",Action,Biography,Drama
Bridge of Spies,2015,UA,142 min,"Drama, History, Thriller",7.6,81.0,"72,313,754",Drama,History,Thriller
Incredibles 2,2018,UA,118 min,"Animation, Action, Adventure",7.6,80.0,"608,581,744",Animation,Action,Adventure
Moana,2016,U,107 min,"Animation, Adventure, Comedy",7.6,81.0,"248,757,044",Animation,Adventure,Comedy
Sicario,2015,A,121 min,"Action, Crime, Drama",7.6,82.0,"46,889,293",Action,Crime,Drama
Creed,2015,A,133 min,"Drama, Sport",7.6,82.0,"109,767,581",Drama,Sport,
Leviafan,2014,R,140 min,"Crime, Drama",7.6,92.0,"1,092,800",Crime,Drama,
Hell or High Water,2016,R,102 min,"Action, Crime, Drama",7.6,88.0,"26,862,450",Action,Crime,Drama
Philomena,2013,PG-13,98 min,"Biography, Comedy, Drama",7.6,77.0,"37,707,719",Biography,Comedy,Drama
Dawn of the Planet of the Apes,2014,UA,130 min,"Action, Adventure, Drama",7.6,79.0,"208,545,589",Action,Adventure,Drama
El cuerpo,2012,,112 min,"Mystery, Thriller",7.6,,,Mystery,Thriller,
Serbuan maut,2011,A,101 min,"Action, Thriller",7.6,73.0,"4,105,123",Action,Thriller,
End of Watch,2012,A,109 min,"Action, Crime, Drama",7.6,68.0,"41,003,371",Action,Crime,Drama
Kari-gurashi no Arietti,2010,U,94 min,"Animation, Adventure, Family",7.6,80.0,"19,202,743",Animation,Adventure,Family
A Star Is Born,2018,UA,136 min,"Drama, Music, Romance",7.6,88.0,"215,288,866",Drama,Music,Romance
True Grit,2010,PG-13,110 min,"Drama, Western",7.6,80.0,"171,243,005",Drama,Western,
Hævnen,2010,R,118 min,"Drama, Romance",7.6,65.0,"1,008,098",Drama,Romance,
Despicable Me,2010,U,95 min,"Animation, Comedy, Crime",7.6,72.0,"251,513,985",Animation,Comedy,Crime
50/50,2011,R,100 min,"Comedy, Drama, Romance",7.6,72.0,"35,014,192",Comedy,Drama,Romance
Kick-Ass,2010,UA,117 min,"Action, Comedy, Crime",7.6,66.0,"48,071,303",Action,Comedy,Crime
Celda 211,2009,,113 min,"Action, Adventure, Crime",7.6,,,Action,Adventure,Crime
Moneyball,2011,PG-13,133 min,"Biography, Drama, Sport",7.6,87.0,"75,605,492",Biography,Drama,Sport
La piel que habito,2011,R,120 min,"Drama, Horror, Thriller",7.6,70.0,"3,185,812",Drama,Horror,Thriller
Zombieland,2009,A,88 min,"Adventure, Comedy, Fantasy",7.6,73.0,"75,590,286",Adventure,Comedy,Fantasy
Die Welle,2008,,107 min,"Drama, Thriller",7.6,,,Drama,Thriller,
Sherlock Holmes,2009,PG-13,128 min,"Action, Adventure, Mystery",7.6,57.0,"209,028,679",Action,Adventure,Mystery
The Blind Side,2009,UA,129 min,"Biography, Drama, Sport",7.6,53.0,"255,959,475",Biography,Drama,Sport
The Visitor,2007,PG-13,104 min,Drama,7.6,79.0,"9,422,422",Drama,,
Seven Pounds,2008,UA,123 min,Drama,7.6,36.0,"69,951,824",Drama,,
Eastern Promises,2007,R,100 min,"Action, Crime, Drama",7.6,82.0,"17,114,882",Action,Crime,Drama
Stardust,2007,U,127 min,"Adventure, Family, Fantasy",7.6,66.0,"38,634,938",Adventure,Family,Fantasy
The Secret of Kells,2009,,71 min,"Animation, Adventure, Family",7.6,81.0,"686,383",Animation,Adventure,Family
Inside Man,2006,R,129 min,"Crime, Drama, Mystery",7.6,76.0,"88,513,495",Crime,Drama,Mystery
Gone Baby Gone,2007,R,114 min,"Crime, Drama, Mystery",7.6,72.0,"20,300,218",Crime,Drama,Mystery
La Vie En Rose,2007,PG-13,140 min,"Biography, Drama, Music",7.6,66.0,"10,301,706",Biography,Drama,Music
Huo Yuan Jia,2006,PG-13,104 min,"Action, Biography, Drama",7.6,70.0,"24,633,730",Action,Biography,Drama
The Illusionist,2006,U,110 min,"Drama, Fantasy, Mystery",7.6,68.0,"39,868,642",Drama,Fantasy,Mystery
Dead Man's Shoes,2004,,90 min,"Crime, Drama, Thriller",7.6,52.0,"6,013",Crime,Drama,Thriller
Harry Potter and the Half-Blood Prince,2009,UA,153 min,"Action, Adventure, Family",7.6,78.0,"301,959,197",Action,Adventure,Family
300,2006,A,117 min,"Action, Drama",7.6,52.0,"210,614,939",Action,Drama,
Match Point,2005,R,124 min,"Drama, Romance, Thriller",7.6,72.0,"23,089,926",Drama,Romance,Thriller
Watchmen,2009,A,162 min,"Action, Drama, Mystery",7.6,56.0,"107,509,799",Action,Drama,Mystery
Lord of War,2005,R,122 min,"Action, Crime, Drama",7.6,62.0,"24,149,632",Action,Crime,Drama
Saw,2004,UA,103 min,"Horror, Mystery, Thriller",7.6,46.0,"56,000,369",Horror,Mystery,Thriller
"Synecdoche, New York",2008,R,124 min,Drama,7.6,67.0,"3,081,925",Drama,,
Mysterious Skin,2004,R,105 min,Drama,7.6,73.0,"697,181",Drama,,
Jeux d'enfants,2003,R,93 min,"Comedy, Drama, Romance",7.6,45.0,"548,707",Comedy,Drama,Romance
Un long dimanche de fiançailles,2004,U,133 min,"Drama, Mystery, Romance",7.6,76.0,"6,167,817",Drama,Mystery,Romance
The Station Agent,2003,R,89 min,"Comedy, Drama",7.6,81.0,"5,739,376",Comedy,Drama,
21 Grams,2003,UA,124 min,"Crime, Drama, Thriller",7.6,70.0,"16,290,476",Crime,Drama,Thriller
Boksuneun naui geot,2002,R,129 min,"Crime, Drama, Thriller",7.6,56.0,"45,289",Crime,Drama,Thriller
Finding Neverland,2004,U,106 min,"Biography, Drama, Family",7.6,67.0,"51,680,613",Biography,Drama,Family
25th Hour,2002,R,135 min,Drama,7.6,68.0,"13,060,843",Drama,,
The Butterfly Effect,2004,U,113 min,"Drama, Sci-Fi, Thriller",7.6,30.0,"57,938,693",Drama,Sci-Fi,Thriller
28 Days Later...,2002,A,113 min,"Drama, Horror, Sci-Fi",7.6,73.0,"45,064,915",Drama,Horror,Sci-Fi
Batoru rowaiaru,2000,,114 min,"Action, Adventure, Drama",7.6,81.0,,Action,Adventure,Drama
The Royal Tenenbaums,2001,A,110 min,"Comedy, Drama",7.6,76.0,"52,364,010",Comedy,Drama,
Y tu mamá también,2001,A,106 min,Drama,7.6,88.0,"13,622,333",Drama,,
Harry Potter and the Sorcerer's Stone,2001,U,152 min,"Adventure, Family, Fantasy",7.6,64.0,"317,575,550",Adventure,Family,Fantasy
The Others,2001,PG-13,101 min,"Horror, Mystery, Thriller",7.6,74.0,"96,522,687",Horror,Mystery,Thriller
Blow,2001,R,124 min,"Biography, Crime, Drama",7.6,52.0,"52,990,775",Biography,Crime,Drama
Enemy at the Gates,2001,A,131 min,"Drama, History, War",7.6,53.0,"51,401,758",Drama,History,War
Minority Report,2002,A,145 min,"Action, Crime, Mystery",7.6,80.0,"132,072,926",Action,Crime,Mystery
The Hurricane,1999,R,146 min,"Biography, Drama, Sport",7.6,74.0,"50,668,906",Biography,Drama,Sport
American Psycho,2000,A,101 min,"Comedy, Crime, Drama",7.6,64.0,"15,070,285",Comedy,Crime,Drama
Lola rennt,1998,UA,81 min,"Crime, Drama, Thriller",7.6,77.0,"7,267,585",Crime,Drama,Thriller
The Thin Red Line,1998,A,170 min,"Drama, War",7.6,78.0,"36,400,491",Drama,War,
Mulan,1998,U,88 min,"Animation, Adventure, Family",7.6,71.0,"120,620,254",Animation,Adventure,Family
Fear and Loathing in Las Vegas,1998,R,118 min,"Adventure, Comedy, Drama",7.6,41.0,"10,680,275",Adventure,Comedy,Drama
Funny Games,1997,A,108 min,"Crime, Drama, Thriller",7.6,69.0,,Crime,Drama,Thriller
Dark City,1998,A,100 min,"Mystery, Sci-Fi, Thriller",7.6,66.0,"14,378,331",Mystery,Sci-Fi,Thriller
Sleepers,1996,UA,147 min,"Crime, Drama, Thriller",7.6,49.0,"49,100,000",Crime,Drama,Thriller
Lost Highway,1997,A,134 min,"Mystery, Thriller",7.6,52.0,"3,796,699",Mystery,Thriller,
Sense and Sensibility,1995,U,136 min,"Drama, Romance",7.6,84.0,"43,182,776",Drama,Romance,
Die Hard: With a Vengeance,1995,A,128 min,"Action, Adventure, Thriller",7.6,58.0,"100,012,499",Action,Adventure,Thriller
Dead Man,1995,R,121 min,"Adventure, Drama, Fantasy",7.6,62.0,"1,037,847",Adventure,Drama,Fantasy
The Bridges of Madison County,1995,A,135 min,"Drama, Romance",7.6,69.0,"71,516,617",Drama,Romance,
Apollo 13,PG,U,140 min,"Adventure, Drama, History",7.6,77.0,"173,837,933",Adventure,Drama,History
Trois couleurs: Blanc,1994,U,92 min,"Comedy, Drama, Romance",7.6,88.0,"1,464,625",Comedy,Drama,Romance
Falling Down,1993,R,113 min,"Action, Crime, Drama",7.6,56.0,"40,903,593",Action,Crime,Drama
Dazed and Confused,1993,U,102 min,Comedy,7.6,78.0,"7,993,039",Comedy,,
My Cousin Vinny,1992,UA,120 min,"Comedy, Crime",7.6,68.0,"52,929,168",Comedy,Crime,
Omohide poro poro,1991,U,118 min,"Animation, Drama, Romance",7.6,90.0,"453,243",Animation,Drama,Romance
Delicatessen,1991,R,99 min,"Comedy, Crime",7.6,66.0,"1,794,187",Comedy,Crime,
Home Alone,1990,U,103 min,"Comedy, Family",7.6,63.0,"285,761,243",Comedy,Family,
The Godfather: Part III,1990,A,162 min,"Crime, Drama",7.6,60.0,"66,666,062",Crime,Drama,
When Harry Met Sally...,1989,UA,95 min,"Comedy, Drama, Romance",7.6,76.0,"92,823,600",Comedy,Drama,Romance
The Little Mermaid,1989,U,83 min,"Animation, Family, Fantasy",7.6,88.0,"111,543,479",Animation,Family,Fantasy
The Naked Gun: From the Files of Police Squad!,1988,U,85 min,"Comedy, Crime",7.6,76.0,"78,756,177",Comedy,Crime,
"Planes, Trains & Automobiles",1987,U,93 min,"Comedy, Drama",7.6,72.0,"49,530,280",Comedy,Drama,
Lethal Weapon,1987,A,109 min,"Action, Crime, Thriller",7.6,68.0,"65,207,127",Action,Crime,Thriller
Blood Simple,1984,A,99 min,"Crime, Drama, Thriller",7.6,82.0,"2,150,000",Crime,Drama,Thriller
On Golden Pond,1981,UA,109 min,Drama,7.6,68.0,"119,285,432",Drama,,
Mad Max 2,1981,A,96 min,"Action, Adventure, Sci-Fi",7.6,77.0,"12,465,371",Action,Adventure,Sci-Fi
The Warriors,1979,UA,92 min,"Action, Crime, Thriller",7.6,65.0,"22,490,039",Action,Crime,Thriller
The Muppet Movie,1979,U,95 min,"Adventure, Comedy, Family",7.6,74.0,"76,657,000",Adventure,Comedy,Family
Escape from Alcatraz,1979,A,112 min,"Action, Biography, Crime",7.6,76.0,"43,000,000",Action,Biography,Crime
Watership Down,1978,U,91 min,"Animation, Adventure, Drama",7.6,64.0,,Animation,Adventure,Drama
Midnight Express,1978,A,121 min,"Biography, Crime, Drama",7.6,59.0,"35,000,000",Biography,Crime,Drama
Close Encounters of the Third Kind,1977,U,138 min,"Drama, Sci-Fi",7.6,90.0,"132,088,635",Drama,Sci-Fi,
The Long Goodbye,1973,A,112 min,"Comedy, Crime, Drama",7.6,87.0,"959,000",Comedy,Crime,Drama
Giù la testa,1971,PG,157 min,"Drama, War, Western",7.6,77.0,"696,690",Drama,War,Western
Kelly's Heroes,1970,GP,144 min,"Adventure, Comedy, War",7.6,50.0,"1,378,435",Adventure,Comedy,War
The Jungle Book,1967,U,78 min,"Animation, Adventure, Family",7.6,65.0,"141,843,612",Animation,Adventure,Family
Blowup,1966,A,111 min,"Drama, Mystery, Thriller",7.6,82.0,,Drama,Mystery,Thriller
A Hard Day's Night,1964,U,87 min,"Comedy, Music, Musical",7.6,96.0,"13,780,024",Comedy,Music,Musical
Breakfast at Tiffany's,1961,A,115 min,"Comedy, Drama, Romance",7.6,76.0,,Comedy,Drama,Romance
Giant,1956,G,201 min,"Drama, Western",7.6,84.0,,Drama,Western,
From Here to Eternity,1953,Passed,118 min,"Drama, Romance, War",7.6,85.0,"30,500,000",Drama,Romance,War
Lifeboat,1944,,97 min,"Drama, War",7.6,78.0,,Drama,War,
The 39 Steps,1935,,86 min,"Crime, Mystery, Thriller",7.6,93.0,,Crime,Mystery,Thriller
